iter,Prob,w01,w02,w03,w04,w05,w06,w07,w08,w09,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,Fobj
37,Q01A,0.003418273430116728,0.012109817197352369,0.9445369739805786,0.23302966520302149,0.45984837918001253,4.666147151565046e-05,0.025870982486894782,0.9884826999992566,0.04737792936658747,0.0014637466309121321,0.136964335682923,0.8957783737313081,0.7055201986475117,0.6786967134352972,0.7598887969213269,0.6388147318186925,0.8188210918570092,0.6906230081199858,0.933776451242885,0.0012159232915549835
38,Q01B,0.009083692878083499,0.0025415599364991825,0.9151857696900734,0.39408114810030825,0.15635681285997152,0.02775881709595487,0.1263897181890441,0.1994908673871153,0.4489442849640872,0.07627934301019097,0.12491392297200982,0.3344801983038047,0.5549841307249603,0.9745794045835943,0.6284557148181519,0.8145455625391926,0.597811085777045,0.77222677919678,0.7665882745638035,6.212033343523569
39,Q01CA,0.08653172535200476,0.02303909175694639,0.030939815776392307,0.007957323868889584,0.605060555377223,0.0016255438021143746,0.013139084105550605,0.1734608970708456,0.2622836854180704,2.148178107568645e-05,0.004767687759580487,0.8301238691869173,0.9237224107981274,0.49226122118471727,0.3724976074342019,0.0290134345331596,0.9505278687921079,0.95708831748929,0.5209809152769815,0.043214493283620765
40,Q01CB,0.09282974528340332,0.0041232681853098155,0.832897823488524,0.10720669149335194,0.1255758969373046,0.025706099424878545,0.2703331372323703,0.1560209493869016,0.90115560623853,0.05885626767983054,0.7082505794504288,0.5170606158211383,0.3211235954557916,0.8023978492693306,0.626895901008987,0.9416932646980214,0.9433060070699446,0.6898502816812805,0.001641648192823142,6.760179255664333
41,Q01D,0.005061643952665577,0.20027190269329237,0.9998838750173344,0.2971754508463371,0.6683444847863317,9.591820328252392e-06,0.00047150833773178355,0.8015142395593187,0.4177410049217416,0.7553194467730129,0.8649058169276597,0.05085688090971375,0.33119868004836517,0.05107861198626845,0.6987119554455598,0.9271654009259975,0.9859833011959616,0.8040536513826901,0.5401329379451918,0.016997904759437448
42,Q01E,0.05048767529073951,0.04994629593945456,0.2928508605350021,0.033898424025887386,0.6363012129113915,3.1525248309055155e-05,0.5835887031198894,0.01427213794582638,0.4759402400586541,0.0021436848528130206,0.5563103415897466,0.7000179640178346,0.49202846566517344,0.15867569256774125,0.8304838225020754,0.09653581051034542,0.013527309950019457,0.1585992869351947,0.3886216792282109,0.05276367027043763
43,Q01A,0.003496228110336519,0.013179018009262022,0.991275391405142,0.23366326351420091,0.42059267006756584,2.081585634321507e-05,0.06420611288775746,0.9853487961120468,0.6994343357346945,0.0026447298975370605,0.0696941964779943,0.9452550545292122,0.467034254023135,0.3450256948374747,0.7522893284844847,0.7947630939340988,0.8392086097566052,0.6310747684311064,0.5365398813499788,0.001237250938862593
44,Q01B,0.0040400008895807235,0.0025838443715807146,0.9269315438111974,0.11647193256249752,0.0599589764963222,0.007939867334361576,0.09172406901608124,0.7416806091043879,0.4120084851935648,0.0316864732825539,0.729347591339173,0.737011963695797,0.5862522066891629,0.9830088905778461,0.3242498204423099,0.8618237071115095,0.6870973690556421,0.5312210972490148,0.9143457060741719,6.127820115442368
45,Q01CA,0.14336766361238337,0.08762122245551429,0.14461735609634166,0.15453734460820998,0.18310025905785024,8.959115240782631e-05,0.014531428201581395,0.24233172718418047,0.9255545400007138,0.0011025378529984512,0.02874792014659886,0.9934636663281882,0.9510880681920741,0.0299405391194863,0.31297481942931454,0.0024661863213690065,0.968036937880524,0.9903452870593417,0.8580687126996598,0.03981572430823308
46,Q01CB,0.11644278351404466,0.0039035239486020865,0.8315193558022812,0.1248027832811881,0.4170817308092051,0.02100465353052984,0.2433691097095409,0.14634007316830902,0.1862840515062225,0.046247450120910916,0.17531801321989454,0.684983876133566,0.6289968378259894,0.8320519954600207,0.6961982861188591,0.9243363750284633,0.9603355842725902,0.6773478207786194,0.09322461441074269,6.85816946699962
47,Q01D,0.005054317918196105,0.2548340716979083,0.9990564945285538,0.6056711942047762,0.9029336988843418,3.907616653123861e-06,0.0014154683036500014,0.3637340363408419,0.37515794843844796,0.9053043366011766,0.841934932675182,0.005102496112815829,0.4884193806176489,0.9789887029456417,0.8671648569049248,0.9199893056303687,0.9999581288337172,0.9484766930708184,0.4049043830923831,0.016996743064809073
48,Q01E,0.04699410657139477,0.06615540549966879,0.2633050844162131,0.02805099525956864,0.3261357260414852,3.878699702687141e-05,0.610319955173534,0.06965617464903145,0.2546711060502964,5.010152991697129e-05,0.6022493724722436,0.9636730100567343,0.4011784114161854,0.4276353345161138,0.30695073606554063,0.10289190583683831,0.02675859303054243,0.3750115050474416,0.35034265528147435,0.052337975947350644
49,Q01A,0.002268307667104405,0.014357423565615705,0.9635898828665397,0.19615894894213404,0.20300345167597691,0.00022628104330010704,0.31720007739141254,0.8705183013137473,0.22015782037106385,0.016525828290520125,0.36453123775457036,0.9812788650903569,0.6370911891341977,0.5216164708597222,0.18767983772214186,0.526702601464409,0.19682904384825345,0.9725347944897329,0.8755678181686369,0.0012102333615568708
50,Q01B,0.014299890123799496,0.001260903746278741,0.9488688863481364,0.4943083993204969,0.7250294482838755,0.002741718893236436,0.0475430343593837,0.2746648944042747,0.4551312025419248,0.026878417400119044,0.5963213300625323,0.04774116276610468,0.6823434923577454,0.9527194875440863,0.9916178028525745,0.9299232869443435,0.47413535501246146,0.7169331729097412,0.8384670943946568,6.1239820774306155
