iter,Prob,w01,w02,w03,w04,w05,w06,w07,w08,w09,w10,w11,Fobj
1,P01A,0.0035030771074869658,0.012617515734666485,0.9575910236303162,0.9520225912890353,0.8079253123878293,0.21016768345332218,0.7000906110638998,0.14738214450840162,0.10561371399896358,0.4128183579497583,0.2686885880220267,0.0012388084135420393
2,P01B,0.09789021728827285,0.6633034479885941,0.08801708734589486,0.652026903477966,0.7171289591226635,0.53274266930093,0.3919363936625577,0.6898938102265888,0.6132456787640306,0.3063640018745437,0.09411290487871823,7.117367765840023
3,P01CA,0.34741805874250514,0.46893913814865607,0.737039515451573,0.8633471377553525,0.8331850166242095,0.2181897086622351,0.8224736424732704,0.3302175958873684,0.721563469291414,0.479757243654215,0.002905092027032291,0.0384224373039855
4,P01CB,0.28951439177653515,0.2174918007298282,0.2575791717433829,0.8319311387308652,0.8480630337284505,0.9497974461313026,0.08028689025337665,0.38738501650855656,0.14706153446533604,0.23780570348405278,0.8115971543476628,6.93731660786564
5,P01D,2.1521307270348765e-05,0.00043441173527497545,0.005521187594843394,0.38147404112846767,0.9230713834420469,0.7313984515431945,0.7963138603334998,0.07894098327957322,0.7418441130087878,0.13955348375039894,0.24941761032080229,0.016254645333786524
6,P01E,0.0050787791166658405,0.0002820186627723988,0.0028269772496898075,0.3567050976406104,0.99353132180337,0.5225678431446248,0.9443640625499032,0.13423438889536815,0.6855650366825524,0.2578581877276309,0.5358192825294896,0.056453693171663495
7,P01A,0.003534471258293365,0.012724184921015663,0.9657890937654977,0.8507588520960508,0.6871966247911943,0.2422236617148189,0.9164885196189141,0.045640369255572584,0.21481582689703216,0.41279132313019584,0.18609307333915465,0.0012255558080595276
8,P01B,0.09246894309849363,0.9319427013562188,0.19619202190095186,0.14916900554109372,0.8036731143110043,0.07583584329251049,0.24391930032342912,0.8401006036089796,0.38396788987383723,0.24922895832203174,0.4042837371945772,6.849835181885597
9,P01CA,0.3410649043906542,0.45196064322369434,0.7109164754490884,0.847124530526171,0.8354289408028114,0.25183598440004895,0.8197863201980984,0.1987746345678252,0.8877536359244119,0.4515034484173664,0.05523083741408903,0.03841926726786307
10,P01CB,0.2515180386576479,0.21839471390389326,0.255718499475601,0.8560550812087022,0.8392863917598863,0.49763233838214227,0.32870244225994,0.3721595931231202,0.23332144895437662,0.24157972808057238,0.7700562662363004,6.935176948912414
11,P01D,1.9224905037576502e-05,0.16309298867347172,0.00528613265562807,0.3113698451737189,0.7737774783884603,0.08011421677029126,0.16716732516535865,0.7434130670748575,0.6183720209238519,0.15925017414743073,0.2785083752519669,0.0162573400791982
12,P01E,0.11384935144512065,0.02976361822187973,0.37169670401698846,0.7532257940742746,0.9003567338689971,0.676221175353835,0.7954947443394846,0.1405443024492208,0.5969095739205111,0.5933081896474566,0.06209355813782408,0.07120581403644696
13,P01A,0.003536226053511755,0.012742588121898369,0.9639668796125223,0.8523595115302225,0.8476333010854182,0.18178270826523124,0.7399791710619951,0.19334511359559867,0.32675067282658193,0.42071096253351736,0.23377290696086123,0.0012312151280061945
14,P01B,0.09443681179231733,0.46131781778930336,0.23313699249614267,0.9626531884459715,0.9881089769328883,0.0583833262435909,0.38357788698946377,0.024505193344612555,0.3891578570400437,0.2927028775336859,0.015113757638620606,6.7634118889195936
15,P01CA,0.34143979468121705,0.4527065404274762,0.7115242283371144,0.8235430625778344,0.8348219966358605,0.21104752065921137,0.8964187762552931,0.11652849719893045,0.8596429950169066,0.55271499539213,0.23664580911121932,0.03842642835877173
16,P01CB,0.24929072243893374,0.218191620297001,0.2530313850194873,0.8995205370821708,0.8148629153329301,0.3112408446914587,0.23405151873481667,0.42940972498541075,0.20004461614938052,0.23855554177901347,0.900862440875523,6.934737224886485
17,P01D,2.0084130404967314e-05,0.1352971504111412,0.004404986115136544,0.2772114695004898,0.8327157602894779,0.2902099530269092,0.36622583120466906,0.7138672777722497,0.1704455278539025,0.27304908777143033,0.018406236606259202,0.016271148659407
18,P01E,0.00872449469510038,0.0007813443317569906,0.0034775283954949585,0.8271381372446551,0.8099921193193907,0.43303744594731497,0.9270888549290773,0.17551080561553456,0.9477092044981854,0.30402941693643315,0.8526706757948908,0.05669020091346505
19,P01A,0.0035210519408751073,0.012672199513356894,0.9671333815003587,0.8008638173138822,0.728154604622955,0.12343023541612301,0.8240361791743667,0.1285721134579713,0.12927918297181867,0.6006196442831754,0.2906646218045982,0.0012248834426134257
20,P01B,0.033408194222892984,0.8230770562899428,0.1256861108350127,0.9728160346887347,0.8306635366321182,0.2621662629182837,0.8757380083101787,0.47054016165441565,0.7307198676295186,0.2966388746507445,0.4338751442198374,6.515106203867233
21,P01CA,0.3539923299289948,0.48604306845509626,0.7629407587378442,0.7628022822506149,0.80467173627936,0.006564031112863161,0.8732307674139912,0.19228486418428842,0.7993318510017706,0.5340039426963257,0.31639839995381225,0.03842991971599823
22,P01CB,0.24886401605156208,0.2180637123188607,0.2509490676273296,0.7943690557401267,0.9703854286496472,0.1951459203728031,0.18883169334327976,0.47779928632916313,0.28657888005800425,0.03997942672284936,0.8835512641810519,6.934800263535637
23,P01D,1.937175549096199e-05,0.19982352078926519,0.005675104365713602,0.43703653480895566,0.9684139770522224,0.18764928913798798,0.36865056963900966,0.3284420938972212,0.33149617304272616,0.24519296263982776,0.285825898166849,0.01626395230955037
24,P01E,0.008582579112711743,0.0007707541635661214,0.003361047365450623,0.7437307350609634,0.8823407704492036,0.5707957300345576,0.8767604759782015,0.2554748899861628,0.8859394413600841,0.12016211710027573,0.9603534166980324,0.05669122766233174
25,P01A,0.003529508087628669,0.012689757546164472,0.9704258896145508,0.9576393405853524,0.9178806744167737,0.243472018462787,0.6953882452343771,0.13117322083757982,0.05852846495511088,0.4589931266110929,0.3289819761880657,0.0012170349686875484
26,P01B,0.8924464435672944,0.05855581453598113,0.11528213958054179,0.8702919007975758,0.6986729447613382,0.2471471479250553,0.7022008919846546,0.07866795878561222,0.19842111655360237,0.38880870804065765,0.02390591841229428,6.9093678005041514
27,P01CA,0.32912078036063586,0.4193757226713538,0.6595911217517146,0.7869230338542555,0.7997532168634038,0.2842748652239864,0.6876982415229496,0.2074747822246025,0.5470643865579972,0.6120626904406756,0.14270412189558812,0.03842390800658191
28,P01CB,0.2500054638468542,0.2188279430477773,0.25387843109380115,0.8556385984385018,0.8878905632225449,0.31066461353612385,0.247765022818999,0.5589873022908887,0.13486863029278545,0.01647460826662535,0.7891270031987105,6.9354331563430245
29,P01D,2.3640364360931245e-05,0.12451589418601522,0.005747471871651729,0.23434473711719064,0.9006430807241803,0.21051939094630023,0.22894360845487127,0.742562072932356,0.4777039290572504,0.16442929371713855,0.4214757184836082,0.016265411896878954
30,P01E,0.008805393436045337,0.0007802091876262849,0.003433123023274205,0.80745314516886,0.9154917546177797,0.6062925306435492,0.6731059628677323,0.09281550248529549,0.767282819769286,0.17813470375667362,0.7858983862852986,0.056691794167269036
31,P01A,0.0035270532320966683,0.012729817497055245,0.963539215290603,0.9812391782734495,0.7445976206070386,0.17217551760393138,0.9847954788522516,0.02369275840406554,0.07115998722526293,0.5154167300135596,0.06063848068699079,0.0012353934898301703
32,P01B,0.9082073509772784,0.1695011654514626,0.6724555439587938,0.8124036933084278,0.9276093154152285,0.23690321377500376,0.8917992929343455,0.07516338410025791,0.3523679371921431,0.13345475838964838,0.9283967598456595,7.307970954028115
33,P01CA,0.3314954034413994,0.4262738488386726,0.6707640264469689,0.8805545096786455,0.8272618176877584,0.2182777883094128,0.7879252539828023,0.13279280444731045,0.717758225948223,0.47431628197060294,0.26613913625865454,0.0384177614307691
34,P01CB,0.24687665304529244,0.21934320733546675,0.2481956025120527,0.6676173021802444,0.7200345086925308,0.30432866746446524,0.18637966903923664,0.4610418759595161,0.2359109022239894,0.283774672120164,0.7946694804485652,6.934476208498147
35,P01D,1.231949386632908e-05,0.4048090351690955,0.002652717087376532,0.7253547634216583,0.8280215424707592,0.7777987293383044,0.17962414593405393,0.34725633768415803,0.24849842202265865,0.11877426911867019,0.5694886021822579,0.016259825590235085
36,P01E,0.11311882340979965,0.029029598169237822,0.36341856112554516,0.7729238472583251,0.8831394287170962,0.8702133731043125,0.9725216713349825,0.2351665398753463,0.4090301441469688,0.4631433086463932,0.14772660675035734,0.07112017864557414
37,P01A,0.003574524833387032,0.012596490471350124,0.9922407532598976,0.853417730602761,0.9902492399512786,0.11692312134434368,0.8497226407140821,0.10526618654019049,0.07071623696784085,0.39123691759662244,0.30506126691339747,0.0012530086865864215
38,P01B,0.03139225269114532,0.934882265647699,0.3184787159683321,0.609439730376768,0.7304270240528483,0.212197186918244,0.8689130861179198,0.37038836475831505,0.578005378974328,0.16905162748811023,0.544971462983188,6.5564356037330604
39,P01CA,0.3423871584492966,0.4547284506656282,0.7150856092906652,0.751575304522724,0.9074904853184605,0.10980049752303839,0.8051540499454344,0.22645429239364204,0.8588378380191568,0.5194799984766578,0.275334646042962,0.03842045864972203
40,P01CB,0.25258951306053634,0.2187150709438011,0.2572568589028479,0.8270000284174293,0.897869643444585,0.31121164086159275,0.2546200142421262,0.4405937791046842,0.22254808334971857,0.12586398273863902,0.983808880930356,6.9352855347016575
41,P01D,1.5381209801768935e-05,0.0006323397890503069,0.0028459507717209904,0.4500269357120439,0.7976886858628212,0.4419509888166038,0.4825029453841368,0.2425191513011855,0.058827346127661384,0.2581990862957099,0.22591817994041652,0.01626468540315502
42,P01E,0.008597181129563848,0.0007537731008374896,0.0033660883439858395,0.8976953262330112,0.9335550916300434,0.582768487504899,0.7988454291667086,0.10914827711894128,0.8408661618784365,0.3130192270854483,0.8111085275588978,0.05669109169799234
43,P01A,0.0035460066823340924,0.012772056751805828,0.9648176184493722,0.7537728697457324,0.8805025976647833,0.17127539864863772,0.7776434358505875,0.2595592255005642,0.13063270870005775,0.36511646628865946,0.3308200916257747,0.0012292309355219904
44,P01B,0.06766309724666053,0.810066617399533,0.1264532820012803,0.34600141349359614,0.77986587563368,0.8677401895825831,0.473423992505482,0.5547719971248501,0.7319321242388258,0.0453102612090618,0.27818187783784426,6.764616651372544
45,P01CA,0.3624840430318906,0.5094008433089248,0.7993319122451791,0.9420961807212631,0.8247769609660915,0.0005908845362566639,0.8099537637089513,0.07434198485474469,0.9763231216567014,0.5750367983648312,0.16146542221644886,0.038423624863267766
46,P01CB,0.07317803790905442,0.6757939931635548,0.5977237499158586,0.2208010745175651,0.7272131727851407,0.23613112154635973,0.5387590021959645,0.6996369708351187,0.4488965594785497,0.26501814864473155,0.664938687180761,6.864697010506197
47,P01D,1.8924464863120962e-05,0.43619706385866586,0.005330187087132776,0.8530792808491006,0.7511715525354836,0.2850639549050243,0.11614473607072412,0.8057731873873248,0.21945058535928197,0.07042367993699238,0.16868232562052185,0.016258231044232192
48,P01E,0.008887421590368896,0.0007881352751665931,0.003494778725584593,0.7694415612549916,0.901756748936044,0.4259255367113075,0.7415984211498485,0.3305312137457451,0.7280459598764408,0.16318350086130926,0.843998119971012,0.056684170794020355
49,P01A,0.004123643899189726,0.014518847024087721,0.8631271550231397,0.8263712884504784,0.8078138087730875,0.13360550184933226,0.8320920353158692,0.09058281306144728,0.2760271844531269,0.18303452641265092,0.4963727642112846,0.0013089119901666594
50,P01B,0.9215947448039155,0.1698268106484423,0.6464961052905294,0.9338955246530729,0.9062251758577251,0.01629189933282285,0.9017977154480752,0.1803395120256486,0.7614115373520028,0.10590045530295686,0.7613998551684815,7.304748524947547
51,P01CA,0.3641653292696695,0.5140948722793574,0.8067692500995458,0.771457647907793,0.971281691071775,0.20205610943518948,0.9054949446192071,0.08643363783524688,0.834879692198982,0.3340188776993268,0.23070546990031404,0.03842965254749578
52,P01CB,0.24984113357496784,0.21943139376339477,0.2534302251734603,0.7455900368589059,0.7693403306119759,0.19557525219408758,0.2603891501173087,0.5813715539447242,0.006373291476465967,0.18413083040502257,0.6832085339811322,6.9358988222263465
53,P01D,1.5086889851779399e-05,0.013274563891481017,0.004635187933082792,0.22736223808554143,0.7551130587140182,0.4461661031754364,0.3125664854660971,0.14186218241575022,0.13165394858895998,0.27525712209700703,0.42188127366841405,0.016263631335312966
54,P01E,0.008567472568581376,0.000766173031342699,0.0033509061618840134,0.517703234847708,0.9920703873442717,0.48753592913565896,0.9151561147107556,0.23662352881035967,0.8753544297743703,0.08145498648947457,0.7354994832984978,0.05669620850544414
55,P01A,0.003483598221337742,0.012639890722435492,0.9381890745235029,0.7731069810092863,0.7973159321378863,0.11398103692660301,0.915452892639323,0.14788872827398689,0.23807277317996933,0.34045753998770717,0.29881272411087906,0.0012547125914384237
56,P01B,0.11588399366323354,0.8438421856112224,0.2990111471828759,0.8259861554838304,0.814791642964817,0.08345416741335349,0.6974380952143375,0.0019576398978440324,0.4159397558022092,0.2429692918524968,0.038869224637520294,6.627264154896879
57,P01CA,0.343552054374422,0.4571358773322213,0.7186077574532531,0.7465556642850901,0.7773758937442332,0.12523609536728547,0.7266764673377943,0.28683455818291437,0.8229496193150367,0.41857447719096197,0.2651320266855852,0.038422952400532374
58,P01CB,0.250975145784309,0.2180115322811412,0.2550173217211494,0.8337479040614784,0.8671707532121226,0.757374528162115,0.23072091718781695,0.5785904721682396,0.20033734025800737,0.27016128945723805,0.8193543143885832,6.934927609023992
59,P01D,2.3731519989723657e-05,0.003439511446821128,0.005873939358312757,0.3836456549471282,0.7233793008783496,0.14063088775266308,0.4107091801955214,0.10889051321379573,0.6951943032872225,0.32865464913532527,0.23846432237505927,0.016263314665719265
60,P01E,0.008633622791598721,0.0007598171131744122,0.0033873517721739015,0.49844817355052956,0.9018117035519138,0.5140500372670481,0.8852165220147745,0.10219008623860001,0.8194724982996899,0.2897997303042834,0.9647038921745728,0.05670843880964884
61,P01A,0.003537559167767908,0.012735825272820888,0.9687455184757903,0.9718039809609911,0.7918035421117269,0.15981144634394592,0.7284868494984234,0.11027246176419415,0.2208649776091227,0.47191896480704215,0.28093834758867997,0.0012216450978340056
62,P01B,0.06749886099514946,0.9601242697695975,0.12486182326177109,0.6984228382047618,0.8490235442774589,0.5536051251245216,0.8768074487247843,0.6839494404459294,0.8422468145054481,0.19370791350847974,0.0998789200472287,6.863160108401484
63,P01CA,0.3278268196508456,0.41753045589345733,0.6576394148593643,0.8492448331477527,0.7948597984483708,0.2945718840373437,0.9970567216806083,0.11113672390047016,0.6780820233752626,0.38259355237694015,0.168855348749716,0.038421147079751854
64,P01CB,0.2478638161046121,0.22068963473415115,0.24921957258605673,0.8532030686024226,0.7178591994852885,0.860377582373872,0.1862601287700485,0.5876482548767097,0.021304526663645587,0.22963185705979863,0.893755976605971,6.935605125757032
65,P01D,1.5558870850660988e-05,0.00011921865197199455,0.004529368953218751,0.34767929413853477,0.8453711880030046,0.8517772285305503,0.7048862330059933,0.0990721127116157,0.6748844640324354,0.09175049234746384,0.5595997428154067,0.01625278176602602
66,P01E,0.00880481224323167,0.0007819989548091822,0.003434043964198697,0.815886913085065,0.7124365547377298,0.6075648417579942,0.9269322992998452,0.13572470161303918,0.9603894640996924,0.32901074763389593,0.7233303106102091,0.056678315986269205
67,P01A,0.0035307157510406535,0.012728560865391366,0.9646520840061317,0.7196897766171604,0.9782350705662708,0.07736861818420479,0.7952323335027118,0.1607540523530401,0.12956992490920555,0.47856397034863335,0.216729545212985,0.001229335051171713
68,P01B,0.9617573853008691,0.0820337372112333,0.19972071695635352,0.896529504641081,0.76866498208637,0.037939143677547596,0.8751328225108517,0.051878365482536104,0.04137437709089781,0.35572806687734615,0.32411328549210777,6.429307697268242
69,P01CA,0.33753778811294016,0.44167100994015396,0.694238737037046,0.8170880755874056,0.7635886638329588,0.2131702604344135,0.667077841556511,0.2010452165037951,0.942380257491665,0.4249572840482209,0.1380869090386374,0.03842489072628126
70,P01CB,0.2497437971631492,0.21809506934540374,0.2537420017720569,0.7813834967990154,0.7089640256474419,0.3212125432976801,0.16946367596242132,0.442246201296253,0.18536488978807159,0.02906517005195229,0.748147862011566,6.934739844518187
71,P01D,2.4892474770358442e-05,0.42231125505640293,0.004467078437650028,0.6464603926284065,0.6800395582860526,0.3955513943625638,0.4438847104130308,0.24130578583695705,0.14900730876468948,0.2458478920620924,0.7133275260729066,0.016280208604304073
72,P01E,0.008765232658152742,0.0007989053549736049,0.0035150007452654846,0.8467738949745627,0.9433068150465412,0.6760045059787178,0.9155923742100425,0.20259131906952427,0.7636689421032679,0.06755047835917602,0.78130293868868,0.05674574307662791
73,P01A,0.003522715519103289,0.012676760866225037,0.9675504326163908,0.8618826465052205,0.8232531729016781,0.18355676771832263,0.7245139643436456,0.06641243478468362,0.056685307604225715,0.5979472555093697,0.1388003311602839,0.001223803483551596
74,P01B,0.07123675138392749,0.7308294611707348,0.1316132983581243,0.8533505543218585,0.6723583248492904,0.3146456089513251,0.781545321709894,0.18830514914223737,0.4668262427836034,0.09189447932728559,0.38487764379759476,6.836394515252451
75,P01CA,0.3389885965970889,0.4471686363235598,0.7029727370109932,0.9431743935591601,0.9532825323002139,0.05967516176448323,0.789469002062632,0.1571703049093876,0.7109790346304659,0.5208091317753267,0.11710778913743036,0.03843157502929219
76,P01CB,0.2510061615744979,0.21791144193245982,0.2550990086126347,0.9262459651106644,0.8767992900316768,0.31146261246965234,0.27833134106805146,0.5120651448607823,0.1973209992740836,0.11102307025535303,0.8226426915503797,6.934809794186763
77,P01D,1.893501021699925e-05,0.7628516675756369,0.005322229002220772,0.1866500484926457,0.9344932090278601,0.3910337354939776,0.1501426936783073,0.9501629789906001,0.41415732198241695,0.22376976059603448,0.5511007083779522,0.01625584767240348
78,P01E,0.013933260347948347,0.0009266563120131513,0.0052022149043061475,0.2687090993323482,0.7643552623194839,0.24258726903237737,0.7694272498910009,0.1545383732916657,0.7656594835405677,0.31705026347176757,0.8815884460335441,0.06382468662204614
79,P01A,0.00353753743033681,0.012713691598796838,0.9678368610363521,0.8349500614288385,0.8174570899523979,0.2746249396893703,0.9740707549813357,0.19149747923734844,0.20499509845615846,0.4633195543422378,0.17208884502417865,0.001226298614798748
