,t,y,u,e,s
803,8.029999999999873,1.5314997537755775,0.2982706810594888,-0.0013342282864967636,1.530163
804,8.039999999999873,1.5315020794100358,0.2982813761041251,-0.001336753775577515,1.530163
805,8.049999999999873,1.5315042079236472,0.2982921092939302,-0.0013390794100358594,1.530163
806,8.059999999999873,1.5315061420381493,0.2983028774857258,-0.0013412079236472252,1.530163
807,8.069999999999872,1.5315078844638699,0.29831367756518173,-0.0013431420381493364,1.530163
808,8.079999999999872,1.531509437900295,0.29832450644829106,-0.001344884463869933,1.530163
809,8.089999999999872,1.53151080503658,0.29833536108278935,-0.0013464379002949833,1.530163
810,8.099999999999872,1.5315119885520052,0.2983462384495182,-0.001347805036580052,1.530163
811,8.109999999999872,1.5315129911163805,0.2983571355637334,-0.0013489885520052702,1.530163
812,8.119999999999871,1.531513815390399,0.29836804947635825,-0.0013499911163805667,1.530163
813,8.129999999999871,1.5315144640259437,0.2983789772751825,-0.0013508153903991627,1.530163
814,8.139999999999871,1.5315149396663477,0.298389916086007,-0.0013514640259437716,1.530163
815,8.14999999999987,1.5315152449466125,0.2984008630737352,-0.0013519396663477234,1.530163
816,8.15999999999987,1.5315153824935834,0.2984118154434107,-0.0013522449466125686,1.530163
817,8.16999999999987,1.5315153549260871,0.29842277044120297,-0.0013523824935834927,1.530163
818,8.17999999999987,1.5315151648550307,0.2984336828509733,-0.001352354926087207,1.530163
819,8.18999999999987,1.531514814883465,0.29844434195532166,-0.0013521648550307575,1.530163
820,8.19999999999987,1.5315143076066138,0.2984547491419236,-0.00135181488346503,1.530163
821,8.20999999999987,1.5315136456118725,0.29846490583049,-0.0013513076066138385,1.530163
822,8.21999999999987,1.5315128314787747,0.2984748134735186,-0.0013506456118725918,1.530163
823,8.229999999999869,1.5315118677789303,0.2984844735569457,-0.0013498314787747656,1.530163
824,8.239999999999869,1.5315107570759365,0.29849388760070505,-0.001348867778930396,1.530163
825,8.249999999999869,1.5315095019252623,0.29850305715919473,-0.0013477570759365953,1.530163
826,8.259999999999868,1.5315081048741093,0.29851198382165534,-0.0013465019252623112,1.530163
827,8.269999999999868,1.5315065684612508,0.2985206692124641,-0.0013451048741093263,1.530163
828,8.279999999999868,1.5315048952168464,0.2985291149913471,-0.0013435684612508325,1.530163
829,8.289999999999868,1.5315030876622386,0.2985373228535085,-0.001341895216846467,1.530163
830,8.299999999999867,1.5315011483097307,0.29854529452968537,-0.0013400876622386981,1.530163
831,8.309999999999867,1.5314990796623458,0.2985530317861291,-0.00133814830973078,1.530163
832,8.319999999999867,1.53149688421357,0.2985605364245128,-0.0013360796623458349,1.530163
833,8.329999999999867,1.5314945644470819,0.29856781028177165,-0.001333884213570169,1.530163
834,8.339999999999867,1.531492122836465,0.2985748552298769,-0.0013315644470819343,1.530163
835,8.349999999999866,1.531489561844911,0.29858167317554607,-0.0013291228364651353,1.530163
836,8.359999999999866,1.531486883924908,0.2985882660598917,-0.0013265618449109784,1.530163
837,8.369999999999866,1.5314840915179206,0.29859463585801327,-0.0013238839249081202,1.530163
838,8.379999999999866,1.5314811870540588,0.2986007845785304,-0.0013210915179207028,1.530163
839,8.389999999999866,1.5314781729517386,0.29860671426306595,-0.0013181870540588392,1.530163
840,8.399999999999865,1.5314750516173359,0.2986124269856752,-0.0013151729517386634,1.530163
841,8.409999999999865,1.5314718254448325,0.29861792485222827,-0.0013120516173359409,1.530163
842,8.419999999999865,1.5314684968154577,0.298623209999746,-0.0013088254448325731,1.530163
843,8.429999999999865,1.5314650687513,0.29862828459569224,-0.001305496815457774,1.530163
844,8.439999999999864,1.531461547447051,0.29863315185458883,-0.0013020687513001228,1.530163
845,8.449999999999864,1.5314579389339624,0.2986378199865228,-0.001298547447051046,1.530163
846,8.459999999999864,1.531454249083104,0.2986422970569499,-0.0012949389339624862,1.530163
847,8.469999999999864,1.5314504836085379,0.2986465909884485,-0.0012912490831040735,1.530163
848,8.479999999999864,1.531446648070412,0.2986507095623673,-0.0012874836085379204,1.530163
849,8.489999999999863,1.5314427478779769,0.2986546604203739,-0.0012836480704121467,1.530163
850,8.499999999999863,1.5314387882925244,0.29865845106591377,-0.0012797478779769111,1.530163
851,8.509999999999863,1.5314347744302597,0.29866208886558554,-0.0012757882925245045,1.530163
852,8.519999999999863,1.5314307112650976,0.29866558105044655,-0.00127177443025972,1.530163
853,8.529999999999863,1.531426603631399,0.29866893471724654,-0.0012677112650976152,1.530163
854,8.539999999999862,1.5314224562266374,0.2986721568296091,-0.0012636036313991017,1.530163
855,8.549999999999862,1.5314182736140072,0.2986752542191524,-0.0012594562266374787,1.530163
856,8.559999999999862,1.5314140602249733,0.2986782335865692,-0.0012552736140072351,1.530163
857,8.569999999999862,1.5314098203617603,0.29868110150266536,-0.0012510602249733438,1.530163
858,8.579999999999862,1.5314055581997914,0.2986838644093579,-0.0012468203617603812,1.530163
859,8.589999999999861,1.531401277790072,0.29868652862064926,-0.0012425581997914659,1.530163
860,8.599999999999861,1.531396983061524,0.2986891003235718,-0.0012382777900721287,1.530163
861,8.60999999999986,1.531392677823271,0.2986915855791115,-0.0012339830615240022,1.530163
862,8.61999999999986,1.5313883657668788,0.2986939903231155,-0.0012296778232709915,1.530163
863,8.62999999999986,1.531384050468548,0.29869632036718613,-0.0012253657668788165,1.530163
864,8.63999999999986,1.5313797353912677,0.29869858139956235,-0.001221050468548146,1.530163
865,8.64999999999986,1.5313754238869246,0.2987007789859986,-0.0012167353912677648,1.530163
866,8.65999999999986,1.5313711191983752,0.2987029185706377,-0.0012124238869246629,1.530163
867,8.66999999999986,1.5313668244614773,0.2987050054768831,-0.0012081191983752682,1.530163
868,8.67999999999986,1.5313625427070885,0.2987070449082716,-0.0012038244614773763,1.530163
869,8.68999999999986,1.5313582768473744,0.29870904194935366,-0.0011995427070885523,1.530163
870,8.699999999999859,1.5313540296016837,0.29871100154223656,-0.0011952768473744158,1.530163
871,8.709999999999859,1.5313498035031934,0.29871292836899027,-0.001191029601683713,1.530163
872,8.719999999999859,1.5313456009053754,0.2987148268586274,-0.0011868035031934454,1.530163
873,8.729999999999858,1.5313414239882874,0.29871670119395644,-0.001182600905375475,1.530163
874,8.739999999999858,1.531337274764694,0.29871855531830793,-0.0011784239882874914,1.530163
875,8.749999999999858,1.5313331550860259,0.29872039294213815,-0.0011742747646941165,1.530163
876,8.759999999999858,1.5313290666481771,0.29872221754951794,-0.0011701550860259147,1.530163
877,8.769999999999857,1.531325010997154,0.29872403240450357,-0.0011660666481771997,1.530163
878,8.779999999999857,1.5313209895345654,0.2987258405574028,-0.0011620109971539616,1.530163
879,8.789999999999857,1.5313170035229795,0.29872764485092174,-0.0011579895345654734,1.530163
880,8.799999999999857,1.5313130540911295,0.2987294479262191,-0.001154003522979563,1.530163
881,8.809999999999857,1.5313091422389886,0.29873125222884533,-0.0011500540911295598,1.530163
882,8.819999999999856,1.5313052688427107,0.2987330600145865,-0.0011461422389886788,1.530163
883,8.829999999999856,1.5313014346594405,0.2987348733552074,-0.0011422688427107364,1.530163
884,8.839999999999856,1.5312976403319993,0.29873669414409487,-0.0011384346594405237,1.530163
885,8.849999999999856,1.5312938863934484,0.29873852410180624,-0.0011346403319993925,1.530163
886,8.859999999999856,1.5312901732715305,0.2987403647815224,-0.0011308863934484936,1.530163
887,8.869999999999855,1.5312865012929993,0.29874221757440367,-0.0011271732715305571,1.530163
888,8.879999999999855,1.531282870687832,0.29874408371485883,-0.0011235012929993182,1.530163
889,8.889999999999855,1.5312792815933345,0.29874596428571665,-0.0011198706878321474,1.530163
890,8.899999999999855,1.5312757340581344,0.29874786022331,-0.001116281593334545,1.530163
891,8.909999999999854,1.5312722280460747,0.29874977232246674,-0.0011127340581345013,1.530163
892,8.919999999999854,1.5312687634399984,0.2987517012414153,-0.0011092280460747173,1.530163
893,8.929999999999854,1.531265340045439,0.2987536475065967,-0.001105763439998464,1.530163
894,8.939999999999854,1.5312619575942075,0.29875561151739466,-0.0011023400454390764,1.530163
895,8.949999999999854,1.5312586157482615,0.2987575935507724,-0.001098957594207528,1.530163
896,8.959999999999853,1.531255314105293,0.29875959376640976,-0.001095615748261558,1.530163
897,8.969999999999853,1.5312520522040816,0.2987616122145754,-0.0010923141052929797,1.530163
898,8.979999999999853,1.5312488295296205,0.2987636488437224,-0.0010890522040816197,1.530163
899,8.989999999999853,1.531245645518021,0.2987657035078088,-0.0010858295296205522,1.530163
900,8.999999999999853,1.5312424995612046,0.29876777597335197,-0.0010826455180210637,1.530163
901,9.009999999999852,1.5312393910113864,0.29876986592622407,-0.0010794995612046776,1.530163
