h,Tao,Region,B_de_reglas,M_de_inf,U_de_acept,F_de_acept,x1,x2,x3,x4,x5,x6,x7,Fobj
0.5,0.5,2,B1,M,A,Lo,1.523111694,4.952176736,1.147538176,0.589575545,0.621615356,0.182380075,4.103210544,1.451676924
0.5,0.5,2,B1,L,U,Lo,0.615175118,2.436288205,0.643985115,0.487753328,0.825514116,0.985649617,4.862058188,1.441694429
0.5,0.5,2,B1,M,U,Lo,0.584614623,2.128800448,1.121102753,0.444107453,0.826746786,0.641159908,4.820699743,1.438931394
0.5,0.5,2,B2,L,A,Li,2.052305963,0.124975377,3.695146839,4.630718997,3.752984869,0.018496883,3.424766325,1.654760059
0.5,0.5,2,B2,M,A,Li,1.67682788,1.003499677,1.056160773,4.999998945,1.002943188,1.34806992,4.762607019,1.672430037
0.5,0.5,2,B2,L,U,Li,0.831747593,1.684596259,0.567297543,4.999642725,2.844274646,1.667642152,3.00462043,1.697053996
0.5,0.5,2,B2,M,U,Li,0.607709656,1.174550558,0.435014823,4.999896406,1.418345536,1.573093968,4.674186917,1.695922122
0.5,0.5,2,B2,L,A,Cu,2.614654765,0.182406694,1.248140816,2.529666961,4.629163558,0.383080404,4.61100572,1.594331409
0.5,0.5,2,B2,M,A,Cu,2.90218089,0.227625156,2.976241029,3.071120106,4.872925175,0.410538073,4.99503996,1.586646248
0.5,0.5,2,B2,L,U,Cu,1.223679747,0.856222837,0.574591064,4.999999974,3.826155333,0.413878975,4.841188684,1.655637533
0.5,0.5,2,B2,M,U,Cu,1.241507418,0.864115246,0.601976525,4.999957698,4.056186127,0.399448334,4.687496551,1.655461366
0.5,0.5,2,B2,L,A,Ex,1.517267845,0.099052878,0.708448061,4.336432154,3.881150615,0.114276747,3.930687898,1.587674788
0.5,0.5,2,B2,M,A,Ex,1.672001708,0.147713346,1.255867662,4.999987913,3.270102134,0.226129855,4.109592686,1.593550441
0.5,0.5,2,B2,L,U,Ex,1.220744388,0.762496626,0.646923502,4.999999549,4.59684961,0.247452623,4.698114642,1.662363099
0.5,0.5,2,B2,M,U,Ex,1.223754311,0.767416523,0.668199628,4.999999549,4.58528813,0.251717931,4.84475161,1.662036102
0.5,0.5,2,B2,L,A,Lo,0.970037887,1.931922772,0.636591988,4.999909767,1.235330911,2.237991012,2.610310222,1.700140614
0.5,0.5,2,B2,M,A,Lo,1.160120725,2.313031327,0.828879317,4.999996859,2.485185397,1.879388953,2.302242614,1.701004444
0.5,0.5,2,B2,L,U,Lo,2.952402788,1.848631674,1.716562582,4.99997514,2.851124874,3.035323781,3.044738767,1.675521798
0.5,0.5,2,B2,M,U,Lo,0.774818714,1.534725404,0.553382478,4.999998027,1.432283593,2.668776596,4.254654516,1.69773549
0.5,0.5,3,B1,L,A,Li,1.679998081,0.565493388,0.245701331,0.422733847,0.76050343,6.56E-06,4.993143301,1.171673601
0.5,0.5,3,B1,M,A,Li,1.462525294,0.51378817,0.226254289,0.350579834,0.774767851,0.001169229,4.415170754,1.162208385
0.5,0.5,3,B1,L,U,Li,1.427760005,4.484053579,0.699422036,0.414607086,0.563248587,9.55E-09,4.950195351,1.279118842
0.5,0.5,3,B1,M,U,Li,1.355558539,4.953227548,0.662423059,0.383554255,0.566200866,3.25E-09,4.690350947,1.282958322
0.5,0.5,3,B1,L,A,Cu,1.587361178,1.082662616,0.244637226,0.191141711,0.375344575,0.000428394,4.926666604,1.158920376
0.5,0.5,3,B1,M,A,Cu,1.647767211,1.452076486,0.30579962,0.229371491,0.335460518,0.003100178,4.963856944,1.157490124
0.5,0.5,3,B1,L,U,Cu,2.846896593,2.363836891,0.537458839,0.379086243,0.188847731,0.019104511,4.92435298,1.153611386
0.5,0.5,3,B1,M,U,Cu,2.247875624,1.867116629,0.413590012,0.305246845,0.245960418,0.022940517,4.977149072,1.153834468
0.5,0.5,3,B1,L,A,Ex,0.98324561,0.553158486,0.303379809,0.252437915,0.050167821,0.002823445,4.999849776,1.190441304
0.5,0.5,3,B1,M,A,Ex,1.287830925,0.367440543,0.187629347,0.398230777,0.690510781,0.271772306,4.963927474,1.189057333
0.5,0.5,3,B1,L,U,Ex,4.836884798,4.474212427,0.877663586,0.606421842,0.051596735,0.068016498,4.556427781,1.143170651
0.5,0.5,3,B1,M,U,Ex,4.553553608,3.054079925,0.73876125,0.553057347,0.034389585,0.047995062,3.882565465,1.140875036
0.5,0.5,3,B1,L,A,Lo,1.86708304,0.848777145,0.317879185,0.588406751,0.868244319,0.000209658,4.974070505,1.145431342
0.5,0.5,3,B1,M,A,Lo,1.863748207,1.315740855,0.361075462,0.57348647,0.857153984,0.00010825,4.992318423,1.139658105
0.5,0.5,3,B1,L,U,Lo,0.71246291,3.434631693,1.035749213,0.450011343,0.743414613,0.230657872,4.919054202,1.32907427
0.5,0.5,3,B1,M,U,Lo,0.704989534,4.857307364,1.052950891,0.419281361,0.719806552,0.179544719,4.251592503,1.332918061
0.5,0.5,3,B2,L,A,Li,2.694110798,0.357124878,1.553604684,4.997925929,2.880996967,0.009867156,4.683725313,1.30402964
0.5,0.5,3,B2,M,A,Li,2.636523302,0.344009763,1.652784736,4.999252882,2.937438547,0.000953178,4.549112695,1.302689061
0.5,0.5,3,B2,L,U,Li,2.635619546,0.378982828,4.929675475,2.780441478,4.443316298,0.002225665,4.770191731,1.445148693
0.5,0.5,3,B2,M,U,Li,2.690665974,0.381890122,4.872894662,2.802629182,4.738847635,0.001335325,4.662419879,1.444258823
0.5,0.5,3,B2,L,A,Cu,2.259192189,0.081018591,0.960477865,2.1361937,2.998703342,0.114484558,4.854720726,1.268197174
0.5,0.5,3,B2,M,A,Cu,2.320939516,0.126785697,0.9525356,4.647210201,2.862465977,0.33696338,4.907122932,1.287090203
0.5,0.5,3,B2,L,U,Cu,1.617973841,0.21996706,0.958373771,4.984541735,4.896887927,0.001928829,4.780455085,1.301430201
0.5,0.5,3,B2,M,U,Cu,1.555411414,0.203882075,0.869299513,4.984750891,4.567649377,0.002743188,4.71253238,1.300841262
0.5,0.5,3,B2,L,A,Ex,1.784798684,0.037038387,1.203183933,4.476575103,2.09248947,0.298400332,4.78533775,1.264402945
0.5,0.5,3,B2,M,A,Ex,2.338241042,0.024590926,1.757610703,2.592394979,4.550990697,0.263169614,4.366002676,1.257498575
0.5,0.5,3,B2,L,U,Ex,1.309382716,0.106144343,0.896068207,4.867715295,4.604542642,0.046641395,4.946104456,1.305823762
0.5,0.5,3,B2,M,U,Ex,0.971042606,0.072935857,0.598283673,4.423351456,3.965403519,0.00838815,4.817430527,1.301496674
0.5,0.5,3,B2,L,A,Lo,1.832173366,0.399767758,3.742696215,2.091280614,0.654359561,0.100663669,4.025725477,1.436415776
0.5,0.5,3,B2,M,A,Lo,1.629497931,0.18293048,4.93685542,2.723697757,0.457282951,0.095199202,3.961953175,1.413074386
0.5,0.5,3,B2,L,U,Lo,2.799622724,0.81117427,4.999999536,2.392606346,4.093753589,0.000330298,3.802504814,1.589654568
0.5,0.5,3,B2,M,U,Lo,2.745000266,0.781483092,4.999994985,2.349573956,3.329171485,0.005448728,4.485590217,1.585712721
0.5,0.5,4,B1,L,A,Li,1.946014204,1.291798932,0.651241018,0.883124072,0.637911228,0.02130311,4.990366251,0.909892496
0.5,0.5,4,B1,M,A,Li,1.353321107,1.135047634,0.964380702,0.572002766,0.865648023,1.511289852,4.046163008,0.878189967
0.5,0.5,4,B1,L,U,Li,0.956173899,0.870681706,0.43779277,0.468266856,0.703660701,2.23E-07,4.928421345,0.921047729
0.5,0.5,4,B1,M,U,Li,0.936058624,0.781594131,0.391501793,0.455179723,0.715862,1.52E-07,4.837427202,0.921266197
0.5,0.5,4,B1,L,A,Cu,1.85217633,1.467125804,0.816058606,0.72694751,0.421815954,0.00126588,4.939789319,0.907119588
0.5,0.5,4,B1,M,A,Cu,1.379376392,0.588186057,0.348033549,0.425174625,0.844884176,1.032879105,4.785201041,0.904057679
0.5,0.5,4,B1,L,U,Cu,1.490148766,1.357090152,0.812334364,0.616482596,0.460329475,0.014195153,4.996320911,0.908006426
0.5,0.5,4,B1,M,U,Cu,1.327437097,1.143887782,0.655683426,0.555055258,0.503120123,0.038928635,4.920456345,0.904864421
0.5,0.5,4,B1,L,A,Ex,1.548146477,1.338102398,0.785354272,0.663677509,0.257386108,0.059872522,4.999958064,0.912263323
0.5,0.5,4,B1,M,A,Ex,1.447934005,0.799089043,0.434356611,0.550713862,0.580202619,0.28697627,4.86567682,0.908849355
0.5,0.5,4,B1,L,U,Ex,2.737205967,4.650916712,0.985194735,0.661006759,0.167923912,0.134742286,4.938654287,0.91410248
0.5,0.5,4,B1,M,U,Ex,1.296661298,1.084755407,0.678299196,0.572201948,0.431102611,0.136017974,4.997338472,0.913685517
0.5,0.5,4,B1,L,A,Lo,2.070106439,1.430469742,0.685365748,1.003706518,0.725574125,1.07E-07,4.999987688,0.921155861
0.5,0.5,4,B1,M,A,Lo,1.99523098,1.199220358,0.501458593,0.907289685,0.781368773,1.77E-06,4.998923949,0.91028535
0.5,0.5,4,B1,L,U,Lo,0.735413634,1.078142498,0.510270669,0.339437343,0.845618753,0.00062508,4.750075352,0.890742461
0.5,0.5,4,B1,M,U,Lo,0.734019791,0.753996032,1.946648136,0.347321939,0.843123958,0.003359943,4.746105243,0.854280649
0.5,0.5,4,B2,L,A,Li,3.062686687,0.038551052,1.461309909,4.998251481,4.105933123,0.567884337,3.323931601,0.995576765
0.5,0.5,4,B2,M,A,Li,0.903949297,0.033169305,0.275361321,4.998637485,0.881406029,0.502731473,2.009004894,1.032457726
0.5,0.5,4,B2,L,U,Li,2.373399414,0.104261492,1.053617018,4.986160723,4.157450161,0.914992235,4.339525886,1.035015174
0.5,0.5,4,B2,M,U,Li,1.345704026,0.064103435,0.873564866,3.920290225,1.236346966,1.448615686,4.420878478,1.030437897
0.5,0.5,4,B2,L,A,Cu,3.387782793,0.095709937,1.303597042,4.908080583,3.15078661,2.025653954,4.004937569,1.01346962
0.5,0.5,4,B2,M,A,Cu,3.481784725,0.210360045,1.385174364,4.98447364,3.901267473,2.277293572,3.147714595,1.042815093
0.5,0.5,4,B2,L,U,Cu,2.229293521,0.052670253,3.230652163,4.664061699,4.242051682,1.587045354,3.885466306,1.010308372
0.5,0.5,4,B2,M,U,Cu,2.030059767,0.129247068,1.057218759,0.814347486,1.712805852,4.067986553,4.136485693,1.036954732
0.5,0.5,4,B2,L,A,Ex,2.127276926,0.074153371,1.580108574,4.164044734,0.916190904,2.347458274,3.943151045,1.018567264
0.5,0.5,4,B2,M,A,Ex,2.384731519,0.051786698,2.449201406,4.999520113,3.030929568,1.454051156,2.452142905,1.004968111
0.5,0.5,4,B2,L,U,Ex,2.742325116,0.089263187,2.196973605,4.944877355,4.41170365,2.537083899,4.406025766,1.024572495
0.5,0.5,4,B2,M,U,Ex,1.791618393,0.028720895,1.295105286,3.390179887,4.176498706,0.428010214,3.775746909,0.992257788
0.5,0.5,4,B2,L,A,Lo,2.25972367,0.085924821,1.131966433,3.980863226,0.779620301,1.513680197,4.279141117,1.0103878
0.5,0.5,4,B2,M,A,Lo,3.990572224,0.100820645,1.606936364,4.53263663,3.878564937,0.244094483,3.739631072,1.011217737
0.5,0.5,4,B2,L,U,Lo,1.537831855,0.089968836,0.937913309,3.266316214,1.593287051,2.39131961,3.381410602,1.041738706
0.5,0.5,4,B2,M,U,Lo,1.072786289,0.040564759,0.851261351,4.288313405,1.603794429,0.72931731,1.753888921,1.028351661
0.5,0.5,5,B1,L,A,Li,3.473695105,0.09412428,2.856740263,3.415332531,0.368143818,2.387696393,4.447401371,0.414049355
0.5,0.5,5,B1,M,A,Li,3.492569151,0.131709564,2.958844701,3.264052902,0.296731679,2.517766601,3.868588467,0.432930708
0.5,0.5,5,B1,L,U,Li,3.586147985,0.043744261,3.382920307,3.542187333,0.401418304,1.892420018,4.539381872,0.42763059
0.5,0.5,5,B1,M,U,Li,2.974053367,0.074176961,1.32938393,2.870634073,0.462162002,2.102082295,4.675163239,0.436882741
0.5,0.5,5,B1,L,A,Cu,3.300215689,0.066345031,3.411433083,3.73262329,0.459621028,4.960273482,4.569682272,0.405130491
0.5,0.5,5,B1,M,A,Cu,3.999898994,0.096013736,2.920174939,3.773480909,0.317609321,3.20313336,4.739931078,0.417771972
0.5,0.5,5,B1,L,U,Cu,2.584063169,0.047009389,3.925855289,2.545337474,0.412060527,2.173082244,3.574716531,0.424923892
0.5,0.5,5,B1,M,U,Cu,2.186417757,0.209082757,1.138754027,2.627285447,0.329322318,3.607241267,1.930201704,0.427222779
0.5,0.5,5,B1,L,A,Ex,3.488385689,0.035047635,4.132440095,3.403170558,0.367329441,1.727626042,4.485220867,0.416612565
0.5,0.5,5,B1,M,A,Ex,3.24975501,0.010553011,1.993482923,3.126482776,0.317651569,1.756947531,3.736429828,0.420269185
0.5,0.5,5,B1,L,U,Ex,3.283823459,0.106933026,4.216411049,3.252582876,0.344871729,2.447061491,3.577034297,0.427589444
0.5,0.5,5,B1,M,U,Ex,2.264325891,0.023299923,1.88833452,2.537408095,0.514318039,4.693533549,4.149485173,0.402378528
0.5,0.5,5,B1,L,A,Lo,2.972403128,0.094157586,3.445755366,3.024413374,0.420298442,1.975982435,4.0350718,0.43158669
0.5,0.5,5,B1,M,A,Lo,3.148740973,0.047802611,3.375109339,3.155572531,0.447327574,1.504738681,4.267436924,0.421983914
0.5,0.5,5,B1,L,U,Lo,3.122800677,0.127362587,2.480497082,3.235784406,0.357618081,2.948697178,3.500875639,0.430587834
0.5,0.5,5,B1,M,U,Lo,3.356835492,0.239553539,1.797211419,3.503981303,0.328700395,3.771515709,3.393472636,0.438368715
0.5,0.5,5,B2,L,A,Li,4.747361769,2.44376505,0.142728676,3.372738484,2.292946266,4.795240298,4.182450846,0.584637051
0.5,0.5,5,B2,M,A,Li,3.722450636,1.048890248,0.131339251,3.426773787,2.621664759,0.327024182,4.692090457,0.580707678
0.5,0.5,5,B2,L,U,Li,3.292704426,0.622034122,0.105852151,2.595224514,4.881265771,3.17181542,4.636133629,0.604790131
0.5,0.5,5,B2,M,U,Li,2.675708989,1.03662668,0.090392677,2.086191808,3.807833393,2.365220533,4.43309954,0.575860308
0.5,0.5,5,B2,L,A,Cu,3.392859336,0.854850396,0.102940977,4.021244901,3.849438364,0.188367622,4.502569447,0.560251747
0.5,0.5,5,B2,M,A,Cu,3.71669185,0.772554841,0.101218857,3.131109229,4.688118446,0.358818698,3.999539634,0.561159609
0.5,0.5,5,B2,L,U,Cu,2.834321034,1.207663679,0.099980427,2.267745808,4.009130241,3.567212055,4.874794323,0.580116097
0.5,0.5,5,B2,M,U,Cu,3.277721911,1.053561466,0.102161441,2.453081232,3.984767483,4.961779818,4.959801475,0.573914444
0.5,0.5,5,B2,L,A,Ex,4.434759809,1.524453291,0.157955664,3.824293899,4.544018972,1.953881151,3.67290639,0.579843172
0.5,0.5,5,B2,M,A,Ex,2.579910775,0.695249797,0.065373896,1.987891275,4.27643139,0.194363128,3.703056826,0.549546729
0.5,0.5,5,B2,L,U,Ex,1.904884555,0.591325117,0.05426345,1.362678413,2.472973075,1.446649414,3.32271844,0.576114522
0.5,0.5,5,B2,M,U,Ex,1.946049468,0.830432709,0.08798912,1.951112851,4.383849726,2.665117482,1.837132956,0.611316666
0.5,0.5,5,B2,L,A,Lo,3.324942407,1.098011007,0.131833001,2.953446799,4.431572246,2.806433855,2.377189515,0.591247033
0.5,0.5,5,B2,M,A,Lo,4.964674757,2.011100491,0.174050848,4.300580987,2.64786801,0.875484683,4.818759039,0.602149297
0.5,0.5,5,B2,L,U,Lo,2.55284993,0.726398907,0.103595819,2.443907545,4.001032515,2.189858274,3.973020912,0.601486602
0.5,0.5,5,B2,M,U,Lo,3.01024994,1.296261104,0.127835051,2.886358582,4.055651228,4.510136333,4.879169481,0.608642433
1,0,1,B1,L,A,Li,0.672758004,4.607010046,2.017547896,1.692122197,0.46572485,2.405330072,4.84493721,1.889102167
1,0,1,B1,M,A,Li,0.850192182,4.209661394,2.054771715,2.120729495,0.48376633,3.125673469,3.45808519,1.892801099
1,0,1,B1,L,U,Li,0.727001547,4.763025566,2.089656369,1.793851202,0.360490029,1.666041728,2.810701483,1.887579537
1,0,1,B1,M,U,Li,0.670409536,3.198647401,1.605571789,1.688287994,0.601996644,4.483125731,3.315328069,1.891160291
1,0,1,B1,L,A,Cu,0.842865615,4.577819567,2.251087252,2.098456642,0.347504816,1.917804367,2.086898915,1.882171201
1,0,1,B1,M,A,Cu,0.830792987,4.53768717,2.162189575,2.04161773,0.371422278,2.037471672,2.005064913,1.890256878
1,0,1,B1,L,U,Cu,0.599743711,3.604105935,1.69150561,1.48587447,0.25998308,0.925041346,1.820180536,1.88181903
1,0,1,B1,M,U,Cu,0.654218101,4.998774266,1.996499945,1.53554913,0.121869051,0.446249858,4.223186376,1.876497061
1,0,1,B1,L,A,Ex,0.915927166,4.873944547,2.421141865,2.274778279,0.356264885,2.142337023,3.153735883,1.884863397
1,0,1,B1,M,A,Ex,0.720838563,4.440199415,2.00479268,1.746159075,0.263606227,1.077541403,2.167191154,1.887071626
1,0,1,B1,L,U,Ex,0.655693841,4.006032531,1.947613301,1.598182698,0.154388425,0.548614144,2.776980938,1.880996324
1,0,1,B1,M,U,Ex,0.38394342,4.227628511,1.464429908,0.911261144,0.192267645,0.401107382,3.980795485,1.881512456
1,0,1,B1,L,A,Lo,1.108093766,4.36168194,2.607210401,2.796661167,0.420844068,3.422985758,3.669240816,1.886791311
1,0,1,B1,M,A,Lo,0.931599861,4.083408331,2.155565509,2.314753769,0.458463134,3.294506563,2.398805703,1.888899085
1,0,1,B1,L,U,Lo,0.533694513,2.485297925,1.250910645,1.346886151,0.588567577,3.35448848,2.862123791,1.889519548
1,0,1,B1,M,U,Lo,0.79213016,4.301720762,1.87622503,1.985237565,0.565813476,4.3606069,3.391771156,1.892689486
1,0,1,B2,L,A,Li,1.644064646,0.754543239,0.979562117,3.589728274,4.58606014,3.603649109,3.942098504,1.872241703
1,0,1,B2,M,A,Li,1.57622373,0.961261903,1.279669667,1.960764812,3.735091445,4.166141988,4.045836616,1.905244918
1,0,1,B2,L,U,Li,0.254249663,1.202011611,3.613468285,4.999683294,2.41826825,2.333084252,0.260707702,2.087783422
1,0,1,B2,M,U,Li,1.003830602,0.443346334,0.610332343,3.78585876,4.737537552,4.180991664,2.47529453,1.946573848
1,0,1,B2,L,A,Cu,2.179321576,0.782055777,1.158364948,4.20735736,4.567811252,3.997144615,2.819104726,1.922176383
1,0,1,B2,M,A,Cu,1.392468502,0.622887266,0.907349121,3.421585685,4.523266679,3.09192171,4.758551216,1.888806846
1,0,1,B2,L,U,Cu,1.351595721,0.062327219,1.935268244,4.999975803,4.953547242,0.20549464,4.87464089,2.028487804
1,0,1,B2,M,U,Cu,0.987702542,0.196734155,0.463502998,1.815970221,3.04134551,1.826640684,3.712516066,1.957934503
1,0,1,B2,L,A,Ex,1.363851081,0.990758324,1.12266746,1.700627454,4.752338239,3.694370657,4.985972036,1.882267986
1,0,1,B2,M,A,Ex,1.281527251,0.806475138,0.990970399,2.397733171,3.648811922,3.855043036,4.635432337,1.841466903
1,0,1,B2,L,U,Ex,0.4961222,0.263773532,0.307366251,4.445997584,2.373017205,3.108773091,2.337053676,1.848080983
1,0,1,B2,M,U,Ex,0.986823225,0.344910498,0.590161495,4.766735567,4.147252631,3.632931248,4.808876246,1.896824165
1,0,1,B2,L,A,Lo,2.1861193,1.366568513,1.686059556,1.866180105,4.87131851,4.791426162,4.721250505,1.911107292
1,0,1,B2,M,A,Lo,1.40950924,0.530690682,0.878789818,4.995706458,3.206294045,3.350890789,4.498596921,1.887669953
1,0,1,B2,L,U,Lo,0.794033682,0.439194563,0.565329184,0.969966068,3.207329125,4.678178441,4.766572306,1.860989242
1,0,1,B2,M,U,Lo,0.315252754,0.314622161,0.291125504,0.576279174,2.219264231,2.921526816,0.699371767,1.838062943
1,0,2,B1,L,A,Li,1.439797786,4.731528683,0.799748939,0.47815871,0.45557528,0.085336514,4.578763615,1.585276653
1,0,2,B1,M,A,Li,1.54633591,2.727345309,0.757090331,0.490112726,0.486018172,0.101262243,4.961398564,1.587583971
1,0,2,B1,L,U,Li,1.34961897,4.999428482,1.317242264,0.652013615,0.311784076,0.077164707,4.232881463,1.584431806
1,0,2,B1,M,U,Li,1.045632442,4.962983345,1.011122986,0.525060879,0.422876469,0.076331345,4.982203456,1.589316317
1,0,2,B1,L,A,Cu,1.466372793,1.709593861,2.604251355,0.837473076,0.106183641,0.042985746,4.840464814,1.612137187
1,0,2,B1,M,A,Cu,1.118487277,1.224211966,1.878111711,0.600137763,0.151278307,0.043420168,4.999324713,1.611720208
1,0,2,B1,L,U,Cu,2.708202511,4.917610218,0.902902811,0.473650446,0.081435293,0.081024122,4.291034647,1.556958856
1,0,2,B1,M,U,Cu,3.434999418,4.996064782,0.97594813,0.536580458,0.080153584,0.092653812,4.281247256,1.557847346
1,0,2,B1,L,A,Ex,1.273739684,0.506140021,0.696608234,0.864409553,0.565217199,0.392684924,4.906510328,1.627524357
1,0,2,B1,M,A,Ex,1.198060647,0.451931796,0.630753505,0.7616459,0.549997086,0.319137048,4.710307564,1.626949758
1,0,2,B1,L,U,Ex,2.616701964,4.383272015,1.096784384,0.615077845,0.055412438,0.083922725,4.928124581,1.538476828
1,0,2,B1,M,U,Ex,1.945633352,2.580064632,0.688845595,0.364512099,0.059054321,0.060713191,4.537979645,1.539397623
1,0,2,B1,L,A,Lo,1.434064009,4.995603012,1.46202544,0.742726109,0.563909151,0.16895457,4.329582439,1.587770732
1,0,2,B1,M,A,Lo,1.272224171,4.819063028,1.175999736,0.616457855,0.556581626,0.134971433,3.465574157,1.588543323
1,0,2,B1,L,U,Lo,0.842771346,4.749253971,1.12617517,0.559014671,0.641862922,0.065443007,4.943348943,1.60475554
1,0,2,B1,M,U,Lo,0.559950336,1.715286113,2.849605314,0.579498067,0.891847824,0.588943657,4.779966745,1.519929926
1,0,2,B2,L,A,Li,0.761963283,1.19948611,0.863635088,4.992586163,3.145450673,1.1833853,4.645936665,1.796214929
1,0,2,B2,M,A,Li,0.768471194,1.366081322,0.96339796,4.846915672,2.565971534,1.51630827,4.871958588,1.796817636
1,0,2,B2,L,U,Li,0.525184539,0.892407958,0.630265587,4.945412456,4.315635357,0.546891167,4.47637177,1.795550486
1,0,2,B2,M,U,Li,0.533368972,0.945564812,0.66700077,3.94121922,4.537908538,0.623005937,3.527996482,1.799055118
1,0,2,B2,L,A,Cu,1.872397347,0.376668101,0.462037269,4.368013418,3.752831676,0.619522947,3.802008532,1.762910415
1,0,2,B2,M,A,Cu,2.399389859,0.597805203,0.75470987,3.629574165,4.996346153,0.801101361,4.628203781,1.764225271
1,0,2,B2,L,U,Cu,0.870107832,0.632885494,0.601384968,4.764450171,4.619440275,0.393272707,2.653000644,1.793040632
1,0,2,B2,M,U,Cu,0.687356894,0.397912,0.512787123,4.999943237,4.130345015,0.184095748,4.61126818,1.79528141
1,0,2,B2,L,A,Ex,2.437550895,0.492216776,0.628049472,4.879045984,4.791674517,0.54461218,4.837726756,1.773853619
1,0,2,B2,M,A,Ex,2.05855968,0.446528393,0.606917276,3.077418353,2.551500145,0.809011395,4.984155753,1.765003331
1,0,2,B2,L,U,Ex,0.236441856,0.050402682,0.520500405,4.962545664,3.040151085,0.011558424,4.2442377,1.784446452
1,0,2,B2,M,U,Ex,0.349269715,0.771461673,0.438860893,4.729845859,0.478620844,4.268292085,4.717593393,1.79784773
1,0,2,B2,L,A,Lo,1.071543155,1.901462322,1.225111799,4.991973627,1.913333883,2.418871778,4.382899808,1.801935554
1,0,2,B2,M,A,Lo,1.046623146,1.749750154,1.303538575,4.787470083,3.982897767,1.53070855,3.152967325,1.802450064
1,0,2,B2,L,U,Lo,0.574394802,1.023623937,0.666622975,4.967955525,2.93392994,1.138512157,2.586008796,1.799310109
1,0,2,B2,M,U,Lo,0.636370114,1.197086433,0.766403812,4.998315423,1.518570768,3.184229974,4.893062776,1.800138999
1,0,3,B1,L,A,Li,0.862225799,3.959014318,2.421734162,0.491084532,0.546189081,0.292851283,2.838424342,1.509289264
1,0,3,B1,M,A,Li,0.970472264,4.987953163,2.798612695,0.54918939,0.551631425,0.331775529,3.219005967,1.508750582
1,0,3,B1,L,U,Li,0.504835189,4.498712283,1.337849244,0.92115388,0.879802922,4.091971298,4.529445544,1.33090036
1,0,3,B1,M,U,Li,0.818230803,4.898209017,2.468363094,0.502613341,0.626372373,0.203636882,4.902645026,1.514002407
1,0,3,B1,L,A,Cu,1.397731582,4.470001422,1.545092333,0.246558073,0.560651932,0.170799827,4.994369634,1.49306018
1,0,3,B1,M,A,Cu,1.420911101,4.381018667,0.649920227,0.344504826,0.528606109,0.293236561,4.959101095,1.494266021
1,0,3,B1,L,U,Cu,1.107894583,4.999985814,2.202753467,0.415350283,0.395284949,0.154116402,4.932351788,1.503202466
1,0,3,B1,M,U,Cu,0.47814831,4.685058076,0.874547821,0.917415941,0.885301364,3.598860312,4.089509129,1.371630551
1,0,3,B1,L,A,Ex,1.093374738,4.885758328,1.790344512,0.404272514,0.356820003,0.147902921,4.674946075,1.505910238
1,0,3,B1,M,A,Ex,1.104625788,4.090584403,1.420775895,0.302336836,0.414255867,0.130052378,4.914083232,1.500681063
1,0,3,B1,L,U,Ex,1.071519773,4.996951936,2.52730345,0.454538429,0.320195162,0.156458884,4.958376739,1.502952475
1,0,3,B1,M,U,Ex,1.03269042,4.973740655,2.265769516,0.412850827,0.329531193,0.143859614,4.961011847,1.503598334
1,0,3,B1,L,A,Lo,0.732249475,4.999430573,3.740513365,0.585647176,0.566965668,0.346086705,1.955468908,1.537521151
1,0,3,B1,M,A,Lo,0.650889335,4.982238769,3.400088934,0.53282002,0.563544225,0.314816154,1.737760178,1.536593803
1,0,3,B1,L,U,Lo,0.511535092,0.656341884,0.748019978,1.016174175,0.818654209,3.06724416,4.921731327,1.496554995
1,0,3,B1,M,U,Lo,0.580734425,3.776566762,4.850066132,0.620941509,0.864322026,0.904010052,4.507217982,1.48117899
1,0,3,B2,L,A,Li,2.450070124,0.395449293,1.414347364,4.999996242,2.412528904,0.032530193,4.957256394,1.7198438
1,0,3,B2,M,A,Li,1.797686635,0.271627614,1.183586631,4.953275573,1.745114171,0.042203703,4.147953737,1.697809883
1,0,3,B2,L,U,Li,0.705888217,1.039947172,0.669081225,4.999953304,1.598991848,1.221750328,3.116904263,1.856050732
1,0,3,B2,M,U,Li,0.450519912,0.727375417,0.473472771,4.999999999,0.374948705,2.882227764,4.59617282,1.854450838
1,0,3,B2,L,A,Cu,2.375968554,0.229131232,0.374650672,3.746077409,4.218379015,0.446220128,4.395066882,1.622231186
1,0,3,B2,M,A,Cu,2.205883904,0.268694394,0.38562323,4.62022013,3.894576515,0.564919055,4.214811089,1.59854459
1,0,3,B2,L,U,Cu,1.4266343,0.246985507,0.864443201,4.999988784,4.393623602,0.008364954,4.837308879,1.766693696
1,0,3,B2,M,U,Cu,1.470334269,0.222496429,0.898519917,4.999996738,4.605510362,0.000760183,4.895813011,1.692760225
1,0,3,B2,L,A,Ex,2.021403267,0.193344687,0.658028965,4.488921076,4.305139949,0.225735415,4.313524816,1.655138419
1,0,3,B2,M,A,Ex,1.733356775,0.152645451,0.418819589,2.53063505,3.090822339,0.247849925,4.251653182,1.629197844
1,0,3,B2,L,U,Ex,0.712679694,0.111146712,0.91598376,4.999989529,2.306008242,0.019601728,3.676536249,1.763655457
1,0,3,B2,M,U,Ex,0.811074484,0.098923323,1.141658682,4.923013725,2.427407261,0.022142696,4.645403509,1.721956513
1,0,3,B2,L,A,Lo,1.17751151,2.200765309,1.199315377,4.999999953,1.009578642,3.067262838,3.103622249,1.869412546
