ct,kp,td,w01,w02,w03,w04,w05,w06,w07,w08,w09,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,Fobj
0.2,-0.75,0,0.7392417105080077,0.013810649567032719,0.9999982664953473,7.903366781383442e-05,3.786678814328683e-05,1.090546239884117e-06,0.6435556291507993,0.9993862392177914,0.0005250918259716896,6.887688873575043e-06,0.0009410195952426108,0.00011265863969018834,0.9988991205810767,0.9999352688913741,6.252223763604861e-06,0.4926660453483668,0.0007721011308925024,0.09306241546303945,0.9065828371506708,0.9911807978972093,2.689028825062184e-05,0.2922518002463659
0.2,-0.75,0.2,0.8818590157399988,0.0202990528430657,0.11128255634952434,0.021152115850925718,0.004772654904926081,0.0011538005129004816,0.15037739394111949,0.24664423728650575,0.5631386219297844,0.0039559868487437045,0.09189336835333431,0.013905458731047773,0.9812221199787787,0.5479101153173728,0.44329250315358953,0.8450896100001513,0.13196210458003982,0.304128140077509,0.40795325979612646,0.8643431410770035,0.096894453093647,1.7344080780248352
0.2,-0.75,0.4,0.9999838878608895,0.02401820463067523,0.05047411562550824,2.2023131940614334e-05,4.8887366019362275e-05,1.4239783264100767e-05,0.000111818445170025,0.001618535505585678,0.9629798189798184,8.581836464656553e-05,0.007469322935187733,0.019466601391796214,0.9701505018152536,0.5934119487975544,0.4053005540529925,0.8438992576373244,0.10569040294206572,0.1736260748648102,0.5233493718742186,0.9868169520831489,0.0017913718110311974,3.0441557646855517
0.2,-0.75,0.6,0.9626639285284242,0.0121278143673208,0.02950048406063622,0.0028491507712333874,0.00016645674611384719,0.001587838713263423,0.017445690006102074,0.1863182726234024,0.6218117751931459,0.002754673043544969,0.027979895770480875,0.08043981826650226,0.8901158764480436,0.7654873969859743,0.22166103787636882,0.12054203262317681,0.33214293605867046,0.33621183979287,0.47317757280561407,0.8927264381864932,0.08626123433645035,4.020776549251741
0.2,-0.25,0,0.7394365543120821,0.01918689110142466,0.999998403462178,6.50539702948726e-07,2.050051307936368e-06,2.2472569591580634e-06,0.0006704963956367235,0.9999565346882586,2.2777030302463185e-05,3.459268540391168e-06,2.190409586393187e-05,3.178601773400986e-07,0.996767049864062,0.9998547716164852,0.00013544296243263808,0.004266630616027679,0.002955454356432855,0.7812790938277636,0.21824030679908263,0.9999390143368466,5.9161460007432805e-05,0.5261158838675397
0.2,-0.25,0.2,0.9868459395234952,0.02499184209906625,0.3219803726220594,0.010790949645220049,0.011080633265009772,0.0014549100413503461,0.123288254293619,0.10002203328812652,0.3751971781023963,0.0005028128014334832,0.023837093442889732,0.0015704579101365242,0.9918254515612479,0.8481534139067197,0.144886228497153,0.5271665383329553,0.4361612288032172,0.2174834275394719,0.6453070829095475,0.8641480177764447,0.12036754250372336,1.653339344831981
0.2,-0.25,0.4,0.6674272124679568,0.007771108010978689,0.1207034677115023,0.00411558861716982,0.02930288625616392,0.05895129435756546,0.6700523933575299,0.5020198683344457,0.45026964461154756,0.00265472573948735,0.13387112878495147,0.009189393277782454,0.9092343931303242,0.487057865253261,0.5091045509276853,0.5408435877131061,0.1897224602124536,0.8410885767314945,0.03573576073730643,0.8281018558966053,0.14594348041213467,2.922872680334315
0.2,-0.25,0.6,0.9822000033459226,0.11043262819757357,0.06396073879958579,0.00036147870679494845,0.0011967378182274327,0.0029617125817470646,0.07772973572981362,0.11068973743304776,0.15226819048077342,0.030965397022251484,0.003503913419410821,0.2368176014343436,0.7580916050339706,0.5208849324405544,0.47797604335055444,0.7003167736829331,0.07696467754583826,0.6757340148031579,0.18186733981321185,0.9689247472421492,0.019282264596943325,4.527402050306029
