iter,Prob,w01,w02,w03,w04,w05,w06,w07,w08,w09,w10,w11,Fobj
1,P01A,0.005244663373706834,0.016530567595413288,0.940972196276766,0.8214031033924261,0.9899172527389066,0.3217857867920535,0.7006033530875158,0.046425272612980004,0.966204056419272,0.30887720877558644,0.48515717781000717,0.0014112523163765608
2,P01B,0.6087204550743907,0.24533872742234958,0.8731843604297513,0.7025624853746057,0.9501983245517777,0.5753933915433003,0.764020882596965,0.009155612010888728,0.5921625364038805,0.04119728093107846,0.9375625807678123,7.350690574677627
3,P01CA,0.3823535098633689,0.5629838609202495,0.8711092403916272,0.8956237582883462,0.9168326881136654,0.2661120062777744,0.889980581737817,0.2740572657526454,0.17242761017527633,0.3873422421490011,0.15722447969243633,0.038498617435425465
4,P01CB,0.3275029112910378,0.2178448875243209,0.2514768936115672,0.9490060135460205,0.8067721636841445,0.8876719954863003,0.593589032678318,0.549528923368599,0.12606931687185102,0.12183254097210525,0.6963742366893371,6.9420847742249725
5,P01D,0.8111325193590155,0.01783753081307615,0.6264222660267766,0.2891939611652292,0.05063787439693538,0.4886376666585865,0.6068663264916154,0.03712154237272406,0.7484063549002774,0.2551331680733073,0.5364168373726652,0.36988912582123334
6,P01E,0.29564570073617624,0.15049935482165283,0.997392594482743,0.7087486803775388,0.023983815210187772,0.46346176668034866,0.7049355520227036,0.9610660773595354,0.6921544873159899,0.023140790150068237,0.5114292271202731,0.363994782048417
7,P01A,0.005536959550269111,0.016256741276753195,0.9165383864952537,0.8668093358725714,0.6754038554021748,0.11039217579511033,0.770239685461966,0.08774239016468668,0.21994789347988952,0.2383045512570121,0.15969385545127046,0.0014511735888862347
8,P01B,0.8252453896304179,0.0012309514338431082,0.9204576815537808,0.8618598321158568,0.9878505729558885,0.3898143658346943,0.4651947820890598,0.40386992536536126,0.646044798083941,0.4185038224384796,0.2811592177536893,6.78294568569758
9,P01CA,0.39602447042519073,0.6139365343051648,0.9831196532914639,0.9370097417363896,0.7257345792174746,0.31949732191469815,0.7702642265056621,0.18556280029729325,0.9334412037196087,0.5571881204666629,0.41897918896344244,0.038495153563779555
10,P01CB,0.2939722480687551,0.218028117666548,0.25722016203469794,0.9270809129451141,0.9662654053630693,0.9647447341139028,0.2528291915082105,0.3780524942993504,0.3111096036207272,0.022618610479578038,0.6838595897863833,6.937315867360954
11,P01D,0.8153957503958101,0.16049303458132805,0.6032734258579354,0.8721178286030955,0.16228079777339316,0.6589688340886423,0.8347553313296318,0.1817233773130618,0.6925674078490542,0.2516839053346668,0.3852182936127962,0.37003878786744954
12,P01E,0.4450094536776601,0.0046624870462501,0.9534900448851511,0.9395326957555079,0.3956937095805835,0.053970401100998086,0.4601554071804824,0.27286580839984176,0.6869726535875371,0.021900938630868172,0.7532348830305347,0.36182106035850453
