iter,w01,w02,w03,w04,w05,w06,w07,w08,w09,w10,w11,w12,Fobj
1,0.0041233995122112194,0.7935644080635835,0.9106404381778299,0.6434248055940193,0.6758535820861602,0.9671844947728812,0.7348209115873116,0.09940638779222383,0.2746766703923287,0.1592055701584017,0.3445772242870125,0.3857640998924585,8.695868328863233
2,0.004183565784138928,0.9051119163659063,0.8047152517584641,0.9012593333524574,0.9376466807121835,0.593627006282993,0.10858364740382165,0.22386057440312968,0.2115090120519591,0.13836737237676697,0.34963207493706855,0.6159678317468834,8.707052085001614
3,0.003946211656333762,0.9152463172592198,0.8816711687501506,0.7567408012802813,0.8712433827648054,0.9839093498328064,0.5252568526415495,0.27265310245931873,0.015251339101577777,0.02160351214830436,0.40296477580329837,0.4226190432504438,8.696181439439172
4,0.0037038265345508067,0.8647733748786751,0.9435154253572406,0.9058468405809745,0.714736591664676,0.7222575424252342,0.7559394175253646,0.14931746557789138,0.036477273011097516,0.2917933107453403,0.42103600292644516,0.3397944060368584,8.70163833808573
5,0.004267208513727484,0.9987355025934226,0.8337629482513116,0.8935753693470299,0.8078001648821285,0.5803127405764765,0.541525234579219,0.149425999028761,0.2535062070863886,0.27827992034820237,0.4066295413966249,0.48853630793019964,8.69009140509003
6,0.004211752475062317,0.869656774112504,0.8421875377165093,0.8595250107471996,0.9976974710687532,0.5876763972352012,0.9548686258282095,0.22963301798581676,0.4467736134795409,0.19200298534598176,0.374789219932686,0.5947894976204272,8.712326869093326
7,0.004311155772794215,0.817938145166128,0.8984257141117431,0.7639213793993791,0.7613904492186497,0.23648529606262753,0.7426383814544235,0.20621830170409644,0.0434560992986132,0.3762369467374999,0.5348740261225272,0.45291768098488255,8.690987457048504
8,0.004130128708708207,0.8573600188095458,0.48103541933645977,0.9650481709938239,0.713217659784958,0.19056935258613092,0.41850542600120366,0.2169384649133524,0.1185422910201891,0.04304106645623229,0.13039908382606946,0.5489216592605133,8.737743761893261
9,0.00423381585784317,0.9514614709202374,0.8343410720456301,0.9139388215417104,0.7450429537161216,0.060500751227734975,0.5102855413758195,0.1657061142702805,0.2245166956135729,0.1181893576822946,0.36664504479454474,0.5612017288209327,8.733793831709486
10,0.0042447608241049165,0.8959219380035635,0.922937737300582,0.6993937866567057,0.8717436763242069,0.021610851867712916,0.615288532024173,0.2038394739445138,0.27892985579593815,0.19437063456401948,0.5222864303720202,0.40982333655710435,8.698316891880694
11,0.004401713552623058,0.8863475531253726,0.9064286149314135,0.607965437128103,0.9591973575991835,0.18460160262772074,0.7145605972564366,0.16586309346798445,0.17896588097706081,0.18636077439540394,0.36208444776040605,0.4902362850123562,8.715898744417816
12,0.004052042869655449,0.9886506534169494,0.744276269004724,0.8926115872136376,0.8236059739100139,0.8432926326333425,0.7276182613083013,0.26822515910241984,0.22863804313562058,0.24855811114161447,0.11105690904238319,0.36841840873740805,8.745209639510762
13,0.0036834915389122097,0.817044266412786,0.46731097776046565,0.7509246162507368,0.9175207762833184,0.9485727317808932,0.9481923672420502,0.05277001970337662,0.1662403310767441,0.8588152020178297,0.31012521001997584,0.41414647590750825,8.733707754457262
14,0.004336238936011059,0.929512105483151,0.9246408212454769,0.7339136723722373,0.8825336777134334,0.6202548802764886,0.4141032505838095,0.11582694341595987,0.10448638542861746,0.10723098611154941,0.4216183182503277,0.41517376225170466,8.705487380029266
15,0.004182593784290396,0.7891639487396979,0.8848114123480774,0.709185714856962,0.83527057402273,0.18959221832356934,0.21466752751150384,0.04288710422276494,0.9449432037978727,0.2046466291688519,0.3627352865982731,0.5292032676461388,8.69656015864989
16,0.004063160627172969,0.9571623435532187,0.8966781956778386,0.648683696845344,0.8130291871094226,0.9727073647531127,0.6973091234491962,0.26681673799056516,0.48921311255015876,0.19450041160483353,0.3647689515004361,0.3832859484727077,8.738952853751732
17,0.004101288599006898,0.9973841649652607,0.6504101472756827,0.6961306922897125,0.9691715613421018,0.2717169400067973,0.7611513477607934,0.19610063351542134,0.4851814299571444,0.915963700306881,0.07180552011445324,0.5602447914835176,8.740161789095104
18,0.004130871767127375,0.8446043428464324,0.8611291020293209,0.6097011642246083,0.9871342555574772,0.20066881540403764,0.24434129888574305,0.07840007218683087,0.39318281088284635,0.28244507194228885,0.5268687493908993,0.448249139773723,8.695968952564392
19,0.003782403514725437,0.968783667730599,0.8259600413809731,0.8494246593991576,0.9855743067402941,0.5392933334571244,0.9930022864118759,0.12583924349090958,0.44848805213921283,0.9144066335559804,0.08984583167789781,0.449572607871026,8.752309734718757
20,0.004370225773882775,0.8002946338123547,0.9218478017277223,0.9933006144285326,0.7504001307195542,0.8385893509358231,0.6066245288614762,0.14523402468855479,0.43868783297493197,0.26063950742295233,0.34491872261294076,0.5305925159272067,8.70944794053978
21,0.00412713896922348,0.9690307118532511,0.8466457580032182,0.9166958638213778,0.8323242267752428,0.4318192729163477,0.6062235319496545,0.21923223170281472,0.37253856779700856,0.11673367514054667,0.3532140625271986,0.5413285826096036,8.732837271417463
22,0.004194206469857233,0.9822489803646284,0.9118520650386722,0.670904179957069,0.8846252347371082,0.8796634377215302,0.4957914536762687,0.26416599838717125,0.007773758024799196,0.22162161121035256,0.36640463279199387,0.5179614654809672,8.693135211040506
23,0.004132199337900568,0.9163453705279245,0.9409015115610874,0.6163744938635152,0.8391277143759259,0.5358224584650981,0.9742652285302527,0.10315859023338621,0.18402499416977186,0.04752297956431695,0.5600086789101802,0.3601177689569002,8.702057831196168
24,0.003679496633939444,0.6921941713551794,0.9515590760018038,0.6883723661358687,0.9176539435694517,0.9581576653014512,0.24228440479982644,0.2847116579934116,0.09614844300347943,0.825702037193889,0.4002763688178903,0.39844976571818336,8.719445046330193
25,0.004250517877858403,0.808849858641841,0.9102659778545696,0.6903765759779528,0.7446988825359862,0.5880094684879209,0.42693661975027264,0.11425507060371334,0.44190767604977316,0.3165299146106362,0.4797855558670826,0.5081282216580907,8.692008254880271
26,0.0036470085448344716,0.9999059550255887,0.7812263721592387,0.7253203977818184,0.7824656087330449,0.8478593758539782,0.7807190623308421,0.2821350387649448,0.4842231557832507,0.7655903560829771,0.16006002597234206,0.5824172211263291,8.75009393094949
27,0.004085757124560083,0.9214625231813481,0.5697409068045629,0.7790923032551289,0.851721098219753,0.3359626749450701,0.8284823066574809,0.17886024969909378,0.14403512390754214,0.47235247728893315,0.06014153163383629,0.35126012764067444,8.742974900189623
28,0.004170642614932427,0.7527104890303404,0.927055467103993,0.7619204125041631,0.7740525301707577,0.9874409347622286,0.6563278296462554,0.04987643857352724,0.9968653237746119,0.04206951226717748,0.3970991663394426,0.6109171973138119,8.69431141210302
29,0.0042130786555775734,0.9817309843740184,0.6391541460521134,0.7083525418414013,0.8943723503594774,0.9353987207618693,0.5996702699987561,0.09539653988952149,0.1567303127521683,0.7439493609093131,0.19272531054196332,0.3365722862122333,8.746506304291133
30,0.0041677864182465135,0.8658058605237013,0.9275186057990085,0.8652039467511026,0.8496689442712113,0.03714415395851012,0.8626119628338662,0.2619772626577766,0.12750587254937723,0.12609743893459974,0.4447558402834817,0.5447886433975547,8.695082137320947
31,0.004003583069901078,0.9062050062179592,0.5775548287477056,0.8161799813383667,0.7883834352841401,0.8703620389265526,0.5348198773689903,0.12314143675220625,0.5322928518772996,0.2549331173824871,0.10565468606703474,0.3734098884084386,8.734775588844002
32,0.0043521355073928725,0.94408357620596,0.9156016656374015,0.4707783161235802,0.888391266057703,0.5691714032906815,0.7216022225355124,0.2982926993600924,0.21776772610381054,0.2033023535254347,0.36419118600750106,0.6215679605497544,8.700245843637143
33,0.004253479995195773,0.9782520943792838,0.910857835231805,0.9082894068081073,0.8608805585535948,0.4938725097638677,0.6442250838539808,0.30525885392253627,0.012003266529608578,0.26502344004953526,0.39851252642295265,0.6589851879941717,8.701806769136331
34,0.0039205570323191255,0.9465000106091654,0.7413747877192175,0.8760697916472544,0.8449820723168078,0.644273893203728,0.29186664137898494,0.20278730422777902,0.34377101334647703,0.32410948573156234,0.10022735052021242,0.609717773564803,8.747746143999352
